counter_party,timestamp,in_frequency,out_frequency,total_eth_received,total_eth_sent
0x30b949fddf29ec522a04e76fc582795b5c63de32,2024-01-12 12:24:23,1,0,7.744671038572999,0.0
0x30e18e08d5a75c324078e880074c1fc604d95cab,2024-01-12 17:25:59,0,1,0.0,0.186811
0x30e79ffbf7cea7a14ed0ff8e1009dace3d847f29,2024-01-12 02:13:23,0,1,0.0,0.0455524
0x30f6814b37986a05d1c4d1c7c9c945489c6fd584,2024-01-12 11:03:23,1,0,1.117590439919,0.0
0x30ff031971e3a115db694a188f8db4ea907f73ff,2024-01-12 12:12:23,1,0,7.086295351447,0.0
0x3148cfd737336cdf6491f5ab98fccfba0a44d19c,2024-01-12 12:39:23,0,1,0.0,7.04332
0x31735a8cd4511a968349ca14345f41bea9d5854f,2024-01-12 09:28:11,0,1,0.0,0.0247732
0x3187018a3b7e947c4436debb6b329046d93b6d2a,2024-01-12 05:53:59,0,1,0.0,0.3814162
0x31f151d93e899a0c597e7ed004c5071163042980,2024-01-12 17:18:59,0,1,0.0,0.1139839
0x31fc857d467aeec23d31ef7c89b0054eec49f711,2024-01-12 22:48:11,0,1,0.0,0.05
0x3200c41ce4427c7b050392d3a3d101229919539a,2024-01-12 17:00:47,0,1,0.0,0.229391
0x327669e4d847168ee3b616f64ab83698036c4eae,2024-01-12 04:35:11,0,1,0.0,0.25374898
0x329035d0d4b0e173c333e768d178f1364fa4d41a,2024-01-12 13:09:35,0,1,0.0,0.0078
0x32ad7ba9c18d8d2bf2c17e926d65a764cc8b366f,2024-01-12 10:23:11,0,1,0.0,1.57242355
0x338369a5974bc1426f18e86027e8be0952a0ed66,2024-01-12 11:44:47,0,1,0.0,0.0224
0x33b87d97c0b20af9310d6ef56202aeec0d9a3780,2024-01-12 20:36:59,0,1,0.0,0.019
0x342778332b78a148f2b66605cab9424cc6f3d67e,2024-01-12 12:34:11,0,1,0.0,7.83433
0x345b3d8257491b4b0ab8a4962d52add364fc4413,2024-01-12 15:17:47,0,2,0.0,0.1175776
0x347df20a8f88541bac37dd3f7e3b5313a42c1441,2024-01-12 23:57:35,0,1,0.0,0.1936
0x3523a7c74bbb924e315d96ed2818bed2939a47e2,2024-01-12 05:46:59,0,1,0.0,0.0160819
0x354a8a48e783d27dbc8af58da7e4e55e4bf61bc1,2024-01-12 07:23:35,0,1,0.0,0.1469985
0x354eca587d174154965c6b81b66278a81074e11e,2024-01-12 12:40:47,0,1,0.0,0.0095884
0x3565f6f4480663e0a8bbd189756c03a6d5f9c3aa,2024-01-12 12:27:23,1,0,7.524032043457001,0.0
0x356bd00005e6274712d896c4b6216274e9325149,2024-01-12 07:15:23,2,0,4.121553913615999,0.0
0x358669941d804cdf9ba8702f38f6b943954bd0e8,2024-01-12 13:04:59,0,1,0.0,0.008
0x368dd1611ace1d5a1d3e95f3edde8be622530746,2024-01-12 17:27:11,1,0,1.281874884496,0.0
0x369c3010e4a44fff92a45ecdcaac8a65b69e6da6,2024-01-12 11:23:59,0,1,0.0,1.238
0x370eee0cf840c93577e33bdf73d3f2f2362f04c4,2024-01-12 02:52:47,0,1,0.0,0.498
0x37c17aebe49090b4bd6d88c86f1131dade3fbe5e,2024-01-12 02:35:35,0,1,0.0,0.0857122
0x37e4ec06e70c071fbecff5518aa75668610f258d,2024-01-12 05:12:23,0,1,0.0,0.68731001
0x3821e85aaa05d87eba05f1454dfde5cd883ddaa5,2024-01-12 12:21:11,1,0,6.629903473844,0.0
0x385aa35f83dc54524fd25f3f3e3b3350e2ab7516,2024-01-12 17:48:11,1,0,0.991850609245,0.0
0x38e0100fd95fbae09934f6e84d4751f96272297c,2024-01-12 03:10:47,0,1,0.0,0.17911991
0x394268d5f0993ca01b8892f2f8228b9a02fdabdf,2024-01-12 02:21:23,0,1,0.0,0.039958
0x3990b9769573cf0ee4c587fdbb90607652b40964,2024-01-12 11:13:11,0,1,0.0,6.31466855
0x399f146b87fa30f2a128a62be6009443d7ce460c,2024-01-12 22:48:23,1,0,1.985320845243,0.0
0x3a743549d65aa318062840b53039da8f129e6636,2024-01-12 17:55:23,0,1,0.0,0.0554425
0x3a92b0f6ccf37b6f86efb93125424a0d1a124fc1,2024-01-12 15:15:23,1,0,4.38266298038,0.0
0x3aa59732df68a0cead2bf31df505e7689ab5764f,2024-01-12 22:42:23,1,0,0.999340501807,0.0
0x3ac6568b68649d1b40648bc28249699057ea2733,2024-01-12 13:52:23,0,1,0.0,0.008
0x3acc995a65e240adf8a5c7d69652f3fac321fa34,2024-01-12 12:21:11,1,0,6.600981357326,0.0
0x3b01bab608e12b77098e7f1b2da41abd6adbe6f2,2024-01-12 20:18:23,0,2,0.0,0.0177361
0x3b622e36f6171870266e653b79d9f54b0efdd48b,2024-01-12 04:44:35,0,1,0.0,0.61518386
0x3bab1fc6f0e2265b5fea6a23d154bc4b0c67f1f9,2024-01-12 23:44:23,0,1,0.0,0.0097
0x3baf177b5463d06a246597bd8b003c9be3978a11,2024-01-12 23:01:11,0,1,0.0,0.01118789
0x3c55ff7c0451b22e0ecf77ccb0857b5732745bfa,2024-01-12 15:41:47,0,1,0.0,0.0088891
0x3c7af96a6e025777b7ce686ea3607ce8d9f605f2,2024-01-12 17:50:59,0,1,0.0,0.1203775
