counter_party,timestamp,type,eth_value,in_frequency,out_frequency,total_eth_received,total_eth_sent
0x8f251742ab91be51615a199ba1ff9253d92c70a9,2016-03-07 02:13:38,sent,0.007,0,1,0.0,0.007
0x0b54b2fc857c823a1afe788d2c90deb068cdf0fc,2016-03-07 02:13:38,sent,0.007,0,1,0.0,0.007
0x0bd9571f2e4a8cb9c9ef3290e2f7892a072e93a7,2016-03-07 02:13:38,sent,0.007,0,1,0.0,0.007
0xe2f2cb9d8c1bdd17f58a3a91569bff14b00f0044,2016-03-07 02:13:38,sent,0.007,0,1,0.0,0.007
0x2a0d4e479976267408a3a97c620d4efa53ed6321,2016-03-07 02:18:59,sent,0.007,0,2,0.0,0.014
0xe2f2cb9d8c1bdd17f58a3a91569bff14b00f0044,2016-03-07 02:28:41,received,0.005992,1,1,0.005992,0.007
0x0bd9571f2e4a8cb9c9ef3290e2f7892a072e93a7,2016-03-07 02:28:41,received,0.006034,1,1,0.006034,0.007
0xbef6d2b0aa3f978858664444623cf98a1099a1e6,2016-03-07 02:30:25,sent,0.007,0,2,0.0,0.014
0x0b54b2fc857c823a1afe788d2c90deb068cdf0fc,2016-03-07 02:32:24,received,0.006076,1,1,0.006076,0.007
0x8f251742ab91be51615a199ba1ff9253d92c70a9,2016-03-07 02:32:55,received,0.006118,1,1,0.006118,0.007
0x5d6ba97ef1e0f87f118edd9372a6b7116226f0c7,2016-03-07 02:32:55,received,0.00616,1,1,0.00616,0.007
0x22d289299c6d4e331d0dfb343333e35a9e2dd311,2016-03-07 02:32:55,received,0.006202,1,1,0.006202,0.007
0x84a060d56889fd4ba0f817cbc75a27823eb8cca4,2016-03-07 02:32:55,received,0.006244,1,1,0.006244,0.007
0xf0b6b34f23d87ae480d8d0497c67f7e145f03cdd,2016-03-07 02:32:55,received,0.006286,1,1,0.006286,0.007
0xd24fcea6077c01b58b19b39df70be4ba12ee546e,2016-03-07 02:32:55,received,0.006328,1,1,0.006328,0.007
0x0ced20b8734d290f948c1c1c49d1d021336243f6,2016-03-07 02:32:55,received,0.00637,1,1,0.00637,0.007
0xbbdbbefb30aab65c7dd5e30f5f9358013bb6792f,2016-03-07 02:32:55,received,0.006412,1,1,0.006412,0.007
0x5b161c15aff89d358cceed38600735c5c8a7bf59,2016-03-07 02:32:55,received,0.006454,1,1,0.006454,0.007
0x5f0eba766c7b8119afd29e1caa17b079ca6ce7a6,2016-03-07 02:32:55,received,0.006496,1,1,0.006496,0.007
0x0ea8b3717c0adf87fdc4a1ba1ca700c6ccbf1b7a,2016-03-07 02:32:55,received,0.006538,1,1,0.006538,0.007
0xe456871cdaf9b9ec337b1be337e93c67c36c584a,2016-03-07 02:32:55,received,0.00658,1,1,0.00658,0.007
0x76a62f94d855f3c6757fe5a389ea8e367fe628f7,2016-03-07 02:32:55,received,0.006622,1,1,0.006622,0.007
0x8e614a106bbab1288f7dac28f56e4f28882c7535,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0xf38cd38d748d383d14565a8a58297b4340085aa2,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0x89a538387b805a2921e86882d890364df6c3fc23,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0xce54c6f657b149ad69d30df25e4343d15a8a8bab,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0x5032122808822970bfa4be80bfc854ceeac6bab1,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0x4e32d23b542af172689535950bb8ec0f423f5492,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0x0a20e8de70cffa386c0b73dbf4764809d0d94794,2016-03-07 02:33:32,sent,0.007,0,2,0.0,0.014
0x76a62f94d855f3c6757fe5a389ea8e367fe628f7,2016-03-07 02:33:32,sent,0.007,1,2,0.006622,0.014
0xe456871cdaf9b9ec337b1be337e93c67c36c584a,2016-03-07 02:33:32,sent,0.007,1,2,0.00658,0.014
0x0ea8b3717c0adf87fdc4a1ba1ca700c6ccbf1b7a,2016-03-07 02:33:32,sent,0.007,1,2,0.006538,0.014
0x5f0eba766c7b8119afd29e1caa17b079ca6ce7a6,2016-03-07 02:33:32,sent,0.007,1,2,0.006496,0.014
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,2016-05-06 19:08:31,received,0.25,7,8,1.6,0.1
0x5b161c15aff89d358cceed38600735c5c8a7bf59,2016-05-06 19:09:17,sent,0.007,1,2,0.006454,0.014
0xbbdbbefb30aab65c7dd5e30f5f9358013bb6792f,2016-05-06 19:09:17,sent,0.007,1,2,0.006412,0.014
0x0ced20b8734d290f948c1c1c49d1d021336243f6,2016-05-06 19:09:17,sent,0.007,1,2,0.00637,0.014
0xd24fcea6077c01b58b19b39df70be4ba12ee546e,2016-05-06 19:09:17,sent,0.007,1,2,0.006328,0.014
0xf0b6b34f23d87ae480d8d0497c67f7e145f03cdd,2016-05-06 19:09:17,sent,0.007,1,2,0.006286,0.014
0x84a060d56889fd4ba0f817cbc75a27823eb8cca4,2016-05-06 19:09:17,sent,0.007,1,2,0.006244,0.014
0x22d289299c6d4e331d0dfb343333e35a9e2dd311,2016-05-06 19:09:17,sent,0.007,1,2,0.006202,0.014
0x5d6ba97ef1e0f87f118edd9372a6b7116226f0c7,2016-05-06 19:09:17,sent,0.007,1,2,0.00616,0.014
0x8f251742ab91be51615a199ba1ff9253d92c70a9,2016-05-06 19:09:17,sent,0.007,1,2,0.006118,0.014
0x0b54b2fc857c823a1afe788d2c90deb068cdf0fc,2016-05-06 19:09:17,sent,0.007,1,2,0.006076,0.014
0x0bd9571f2e4a8cb9c9ef3290e2f7892a072e93a7,2016-05-06 19:09:17,sent,0.007,1,2,0.006034,0.014
0xe2f2cb9d8c1bdd17f58a3a91569bff14b00f0044,2016-05-06 19:09:17,sent,0.007,1,2,0.005992,0.014
0x3f3b7d763bc520ba3fc861922fa9f65ad51130ef,2016-05-06 19:19:39,sent,0.0,0,1,0.0,0.0
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,2016-05-09 15:53:14,received,1000.0,8,8,1001.6,0.1
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-19 15:49:53,sent,1.0,0,1,0.0,1.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-19 15:53:24,sent,349.0,0,2,0.0,350.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-19 16:34:16,sent,0.0,0,3,0.0,350.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-19 16:39:40,sent,0.0,0,1,0.0,0.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-22 18:12:45,sent,0.0,0,4,0.0,350.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-22 18:14:20,sent,250.0,0,5,0.0,600.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-22 18:15:17,sent,0.0,0,2,0.0,0.0
0xc66ea802717bfb9833400264dd12c2bceaa34a6d,2016-05-22 18:16:14,sent,0.0,0,1,0.0,0.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-22 18:16:33,sent,0.0,0,3,0.0,0.0
0xc66ea802717bfb9833400264dd12c2bceaa34a6d,2016-05-25 17:10:16,sent,0.0,0,2,0.0,0.0
0x23595334b4a25ad317d9529c5a35ca70819d836c,2016-05-29 13:39:21,sent,1.0,0,1,0.0,1.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-29 14:06:57,sent,0.0,0,4,0.0,0.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-29 14:07:24,sent,399.0,0,6,0.0,999.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-05-29 14:08:31,sent,0.0,0,7,0.0,999.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-29 14:10:06,sent,0.0,0,5,0.0,0.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-05-29 14:11:18,sent,0.0,0,6,0.0,0.0
0xc66ea802717bfb9833400264dd12c2bceaa34a6d,2016-06-06 14:14:38,sent,0.0,0,3,0.0,0.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-06-06 14:15:08,sent,0.0,0,7,0.0,0.0
0xd654bdd32fc99471455e86c2e7f7d7b6437e9179,2016-06-11 08:56:12,sent,0.0,0,8,0.0,999.0
0xc66ea802717bfb9833400264dd12c2bceaa34a6d,2016-06-11 08:56:12,sent,0.0,0,4,0.0,0.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-06-11 08:58:11,sent,0.0,0,8,0.0,0.0
0xf51bc4633f5924465c8c6317169faf3e4312e82f,2016-06-11 08:58:11,sent,0.0,0,9,0.0,0.0
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,2016-06-17 12:51:42,received,80.0,9,8,1081.6,0.1
,2016-06-17 12:58:00,sent,0.0,0,4,0.0,0.0
,2016-06-17 12:58:00,sent,0.0,0,5,0.0,0.0
,2016-06-17 12:58:28,sent,0.0,0,6,0.0,0.0
,2016-06-17 12:58:28,sent,0.0,0,7,0.0,0.0
,2016-06-17 12:58:56,sent,0.0,0,8,0.0,0.0
,2016-06-17 12:58:56,sent,0.0,0,9,0.0,0.0
,2016-06-17 12:59:18,sent,0.0,0,10,0.0,0.0
,2016-06-17 12:59:18,sent,0.0,0,11,0.0,0.0
,2016-06-17 13:00:20,sent,0.0,0,12,0.0,0.0
,2016-06-17 13:00:20,sent,0.0,0,13,0.0,0.0
,2016-06-17 13:00:37,sent,0.0,0,14,0.0,0.0
,2016-06-17 13:00:37,sent,0.0,0,15,0.0,0.0
,2016-06-17 13:00:55,sent,0.0,0,16,0.0,0.0
,2016-06-17 13:00:55,sent,0.0,0,17,0.0,0.0
,2016-06-17 13:01:23,sent,0.0,0,18,0.0,0.0
,2016-06-17 13:01:23,sent,0.0,0,19,0.0,0.0
,2016-06-17 13:01:32,sent,0.0,0,20,0.0,0.0
,2016-06-17 13:01:32,sent,0.0,0,21,0.0,0.0
,2016-06-17 13:01:54,sent,0.0,0,22,0.0,0.0
,2016-06-17 13:01:54,sent,0.0,0,23,0.0,0.0
