FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,max value received ,avg val received,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,Number of Created Contracts,max val sent to contract,total ether sent contracts, Total ERC20 tnxs, ERC20 total ether sent, ERC20 avg time between sent tnx, ERC20 max val sent, ERC20 uniq sent addr, ERC20 uniq rec addr,Address
0,3523.9987388724035,549.6937309752244,4755400.466666667,1349,8652,6115,239,8700.0,1.6551680746282755,49999.0,62.44847146799255,84242.98801032195,14320.51418168384,-69922.4738286381,354,1000.0,10677.991490321954,10000,2.3948188959953653e+20,696.7351286906515,3.4e+19,4300,669,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045
